2022-11-11,11:00:00,112.3
2022-11-11,11:10:00,113
2022-11-11,11:20:00,117
2022-11-11,11:30:00,116
2022-11-11,11:40:00,111.8
2022-11-11,11:50:00,114.6
2022-11-11,12:00:00,112.8
2022-11-11,12:10:00,112.2
2022-11-11,12:20:00,112.4
2022-11-11,12:30:00,106
2022-11-11,12:40:00,115.1
2022-11-11,12:50:00,111.9
2022-11-11,13:00:00,113.6
2022-11-11,13:10:00,113.2
2022-11-11,13:20:00,117.8
2022-11-11,13:30:00,112
2022-11-11,13:40:00,113.2
2022-11-11,13:50:00,112.4
2022-11-11,14:00:00,114.4
2022-11-11,14:10:00,110.6
2022-11-11,14:20:00,114.2
2022-11-11,14:30:00,116.3
2022-11-11,14:40:00,114.6
2022-11-11,14:50:00,111.1
2022-11-11,15:00:00,109.6
2022-11-11,15:10:00,112.2
2022-11-11,15:20:00,111.5
2022-11-11,15:30:00,112.9
2022-11-11,15:40:00,115.6
2022-11-11,15:50:00,110.3
2022-11-11,16:00:00,109.9
2022-11-11,16:10:00,115.8
2022-11-11,16:20:00,112.8
2022-11-11,16:30:00,111.7
2022-11-11,16:40:00,108.2
2022-11-11,16:50:00,115.5
2022-11-11,17:00:00,113.7
2022-11-11,17:10:00,114.9
2022-11-11,17:20:00,111.4
2022-11-11,17:30:00,112.4
2022-11-11,17:40:00,112.2
2022-11-11,17:50:00,111
2022-11-11,18:00:00,115.2
2022-11-11,18:10:00,110.8
2022-11-11,18:20:00,111.6
2022-11-11,18:30:00,115.8
2022-11-11,18:40:00,115.6
2022-11-11,18:50:00,112
2022-11-11,19:00:00,110.5
2022-11-11,19:10:00,112.3
2022-11-11,19:20:00,116.4
2022-11-11,19:30:00,111.3
2022-11-11,19:40:00,109.8
2022-11-11,19:50:00,113.1
2022-11-11,20:00:00,112.5
2022-11-11,20:10:00,115.8
2022-11-11,20:20:00,113.7
2022-11-11,20:30:00,113.7
2022-11-11,20:40:00,114.1
2022-11-11,20:50:00,110.8
2022-11-11,21:00:00,114.4
2022-11-11,21:10:00,114.2
2022-11-11,21:20:00,117.2
2022-11-11,21:30:00,110.7
2022-11-11,21:40:00,113.7
2022-11-11,21:50:00,115.5
2022-11-11,22:00:00,112.4
2022-11-11,22:10:00,113.5
2022-11-11,22:20:00,115.4
2022-11-11,22:30:00,113
2022-11-11,22:40:00,112.7
2022-11-11,22:50:00,114.4
2022-11-11,23:00:00,111
2022-11-11,23:10:00,110.3
2022-11-11,23:20:00,116.6
2022-11-11,23:30:00,116.3
2022-11-11,23:40:00,110.2
2022-11-11,23:50:00,111.3
2022-11-12,00:00:00,109.9
2022-11-12,00:10:00,113.8
2022-11-12,00:20:00,110.2
2022-11-12,00:30:00,113.3
2022-11-12,00:40:00,113.1
2022-11-12,00:50:00,112
2022-11-12,01:00:00,115.4
2022-11-12,01:10:00,111.4
2022-11-12,01:20:00,111.4
2022-11-12,01:30:00,112.6
2022-11-12,01:40:00,110.9
2022-11-12,01:50:00,109.9
2022-11-12,02:00:00,115.5
2022-11-12,02:10:00,108.9
2022-11-12,02:20:00,114.2
2022-11-12,02:30:00,112.1
2022-11-12,02:40:00,115.3
2022-11-12,02:50:00,112.8
2022-11-12,03:00:00,114.5
2022-11-12,03:10:00,116.6
2022-11-12,03:20:00,112.9
2022-11-12,03:30:00,114.5
2022-11-12,03:40:00,110.7
2022-11-12,03:50:00,112
2022-11-12,04:00:00,111.8
2022-11-12,04:10:00,114.1
2022-11-12,04:20:00,110.2
2022-11-12,04:30:00,112.9
2022-11-12,04:40:00,111.8
2022-11-12,04:50:00,112.4
2022-11-12,05:00:00,111.7
2022-11-12,05:10:00,114.8
2022-11-12,05:20:00,112.9
2022-11-12,05:30:00,115.7
2022-11-12,05:40:00,108.2
2022-11-12,05:50:00,108.4
2022-11-12,06:00:00,109
2022-11-12,06:10:00,113.3
2022-11-12,06:20:00,115.4
2022-11-12,06:30:00,115.1
2022-11-12,06:40:00,114.3
2022-11-12,06:50:00,112.5
2022-11-12,07:00:00,111.9
2022-11-12,07:10:00,115.7
2022-11-12,07:20:00,111
2022-11-12,07:30:00,113.9
2022-11-12,07:40:00,114.7
2022-11-12,07:50:00,111.2
2022-11-12,08:00:00,110.7
2022-11-12,08:10:00,114.5
2022-11-12,08:20:00,112.3
2022-11-12,08:30:00,110.6
2022-11-12,08:40:00,114.6
2022-11-12,08:50:00,111.4
2022-11-12,09:00:00,113.3
2022-11-12,09:10:00,109.8
2022-11-12,09:20:00,112.5
2022-11-12,09:30:00,117
2022-11-12,09:40:00,110.5
2022-11-12,09:50:00,112.7
2022-11-12,10:00:00,109.3
2022-11-12,10:10:00,114.5
2022-11-12,10:20:00,113.8
2022-11-12,10:30:00,109.4
2022-11-12,10:40:00,112.5
2022-11-12,10:50:00,114.6
2022-11-12,11:00:00,109.2
2022-11-12,11:10:00,113.1
2022-11-12,11:20:00,111
2022-11-12,11:30:00,114
2022-11-12,11:40:00,112.3
2022-11-12,11:50:00,110.5
2022-11-12,12:00:00,113.5
2022-11-12,12:10:00,110.1
2022-11-12,12:20:00,110.3
2022-11-12,12:30:00,111.2
2022-11-12,12:40:00,113.9
2022-11-12,12:50:00,110.1
2022-11-12,13:00:00,111.1
2022-11-12,13:10:00,114.2
2022-11-12,13:20:00,115.1
2022-11-12,13:30:00,111.1
2022-11-12,13:40:00,113.6
2022-11-12,13:50:00,111.2
2022-11-12,14:00:00,112.4
2022-11-12,14:10:00,112.1
2022-11-12,14:20:00,108.2
2022-11-12,14:30:00,108.9
2022-11-12,14:40:00,108
2022-11-12,14:50:00,111.4
2022-11-12,15:00:00,113.2
2022-11-12,15:10:00,114.2
2022-11-12,15:20:00,112.1
2022-11-12,15:30:00,111.2
2022-11-12,15:40:00,111.1
2022-11-12,15:50:00,110.1
2022-11-12,16:00:00,109.7
2022-11-12,16:10:00,113
2022-11-12,16:20:00,113
2022-11-12,16:30:00,108.9
2022-11-12,16:40:00,111.8
2022-11-12,16:50:00,113.5
2022-11-12,17:00:00,115.7
2022-11-12,17:10:00,115.6
2022-11-12,17:20:00,109.4
2022-11-12,17:30:00,111.5
2022-11-12,17:40:00,116.5
2022-11-12,17:50:00,115
2022-11-12,18:00:00,109.3
2022-11-12,18:10:00,114.6
2022-11-12,18:20:00,112
2022-11-12,18:30:00,116.2
2022-11-12,18:40:00,118.1
2022-11-12,18:50:00,115.7
2022-11-12,19:00:00,114.2
2022-11-12,19:10:00,112.7
2022-11-12,19:20:00,111.5
2022-11-12,19:30:00,110.3
2022-11-12,19:40:00,112
2022-11-12,19:50:00,112.2
2022-11-12,20:00:00,115.3
2022-11-12,20:10:00,112.9
2022-11-12,20:20:00,110.2
